recipe_id,ingredient_id,quantity_required,unit_id
324F4B06-897B-4ED5-BCAD-7E5ED8F1242E,190,1,28
324F4B06-897B-4ED5-BCAD-7E5ED8F1242E,372,1,22
324F4B06-897B-4ED5-BCAD-7E5ED8F1242E,227,1,4 
